 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.033894s pretransfer:0.034009s starttransfer:0.038893s total:0.039014
 connect:0.022122s pretransfer:0.022242s starttransfer:0.032148s total:0.032261
 connect:0.022079s pretransfer:0.022314s starttransfer:0.026381s total:0.026498
 connect:0.028869s pretransfer:0.029012s starttransfer:0.034365s total:0.034480
 connect:0.024050s pretransfer:0.024183s starttransfer:0.034042s total:0.034158
 connect:0.035102s pretransfer:0.035250s starttransfer:0.038365s total:0.038500
 connect:0.029050s pretransfer:0.029189s starttransfer:0.034801s total:0.034948
 connect:0.022810s pretransfer:0.022919s starttransfer:0.025818s total:0.025942
 connect:0.020963s pretransfer:0.021058s starttransfer:0.023919s total:0.024029
 connect:0.020296s pretransfer:0.020393s starttransfer:0.023453s total:0.023581
 connect:0.013765s pretransfer:0.013832s starttransfer:0.018954s total:0.019075
 connect:0.022012s pretransfer:0.022134s starttransfer:0.025362s total:0.025466
 connect:0.022561s pretransfer:0.022660s starttransfer:0.028047s total:0.028179
 connect:0.030789s pretransfer:0.030923s starttransfer:0.033990s total:0.034098
 connect:0.028644s pretransfer:0.028778s starttransfer:0.031741s total:0.031860
 connect:0.025970s pretransfer:0.026069s starttransfer:0.029113s total:0.029251
 connect:0.027839s pretransfer:0.027969s starttransfer:0.030831s total:0.030962
 connect:0.018953s pretransfer:0.019071s starttransfer:0.021888s total:0.022015
 connect:0.021517s pretransfer:0.021620s starttransfer:0.027276s total:0.027389
 connect:0.024566s pretransfer:0.024701s starttransfer:0.027902s total:0.028013
 connect:0.024610s pretransfer:0.024704s starttransfer:0.029808s total:0.029918
 connect:0.011885s pretransfer:0.011999s starttransfer:0.017492s total:0.017606
 connect:0.018389s pretransfer:0.018481s starttransfer:0.021254s total:0.021356
 connect:0.021546s pretransfer:0.021661s starttransfer:0.026969s total:0.027084
 connect:0.023855s pretransfer:0.023987s starttransfer:0.027546s total:0.027685
 connect:0.023306s pretransfer:0.023437s starttransfer:0.029187s total:0.029322
 connect:0.020720s pretransfer:0.020845s starttransfer:0.023679s total:0.023790
 connect:0.026884s pretransfer:0.027023s starttransfer:0.032235s total:0.032348
 connect:0.021393s pretransfer:0.021535s starttransfer:0.024563s total:0.024669
 connect:0.013267s pretransfer:0.013373s starttransfer:0.016716s total:0.016831
 connect:0.019758s pretransfer:0.019847s starttransfer:0.024020s total:0.024122
 connect:0.062662s pretransfer:0.062795s starttransfer:0.065964s total:0.066093
 connect:0.025999s pretransfer:0.026131s starttransfer:0.036671s total:0.036819
 connect:0.023536s pretransfer:0.023707s starttransfer:0.027926s total:0.028061
 connect:0.019052s pretransfer:0.019154s starttransfer:0.024334s total:0.024475
 connect:0.019202s pretransfer:0.019310s starttransfer:0.024617s total:0.024735
 connect:0.019572s pretransfer:0.019704s starttransfer:0.026350s total:0.026480
 connect:0.028538s pretransfer:0.028665s starttransfer:0.032974s total:0.033092
 connect:0.027047s pretransfer:0.027148s starttransfer:0.032923s total:0.033057
 connect:0.024730s pretransfer:0.024855s starttransfer:0.034609s total:0.034761
 connect:0.023709s pretransfer:0.023849s starttransfer:0.028520s total:0.028643
 connect:0.001809s pretransfer:0.001926s starttransfer:0.006764s total:0.006890
 connect:0.003016s pretransfer:0.003136s starttransfer:0.006957s total:0.007107
 connect:0.002123s pretransfer:0.002207s starttransfer:0.005563s total:0.005683
 connect:0.001691s pretransfer:0.001850s starttransfer:0.005530s total:0.005654
 connect:0.002388s pretransfer:0.002501s starttransfer:0.005720s total:0.005842
 connect:0.001397s pretransfer:0.001473s starttransfer:0.004854s total:0.004967
 connect:0.001957s pretransfer:0.002034s starttransfer:0.005474s total:0.005612
 connect:0.001726s pretransfer:0.001835s starttransfer:0.005182s total:0.005300
 connect:0.001872s pretransfer:0.001955s starttransfer:0.006225s total:0.006343
 connect:0.005459s pretransfer:0.005633s starttransfer:0.009845s total:0.009962
 connect:0.004079s pretransfer:0.004210s starttransfer:0.007071s total:0.007183
 connect:0.003787s pretransfer:0.003929s starttransfer:0.009466s total:0.009579
 connect:0.002770s pretransfer:0.002879s starttransfer:0.008279s total:0.008501
 connect:0.001572s pretransfer:0.001663s starttransfer:0.007987s total:0.008117
 connect:0.001666s pretransfer:0.001742s starttransfer:0.006644s total:0.006791
 connect:0.001455s pretransfer:0.001568s starttransfer:0.008239s total:0.008382
 connect:0.003577s pretransfer:0.003688s starttransfer:0.007116s total:0.007275
 connect:0.004491s pretransfer:0.004599s starttransfer:0.009623s total:0.009751
 connect:0.005617s pretransfer:0.005700s starttransfer:0.010838s total:0.010968
 connect:0.001449s pretransfer:0.001526s starttransfer:0.004341s total:0.004491
 connect:0.001460s pretransfer:0.001541s starttransfer:0.005028s total:0.005165
 connect:0.003078s pretransfer:0.003158s starttransfer:0.008339s total:0.008469
 connect:0.003504s pretransfer:0.003631s starttransfer:0.006592s total:0.006711
 connect:0.004446s pretransfer:0.004570s starttransfer:0.009088s total:0.009226
 connect:0.004039s pretransfer:0.004125s starttransfer:0.010355s total:0.010514
 connect:0.002297s pretransfer:0.002385s starttransfer:0.006162s total:0.006286
 connect:0.002860s pretransfer:0.003017s starttransfer:0.009307s total:0.009425
 connect:0.001449s pretransfer:0.001561s starttransfer:0.009616s total:0.009735
 connect:0.001860s pretransfer:0.001967s starttransfer:0.005592s total:0.005731
 connect:0.001468s pretransfer:0.001586s starttransfer:0.007005s total:0.007129
 connect:0.004133s pretransfer:0.004236s starttransfer:0.008715s total:0.008830
 connect:0.001576s pretransfer:0.001668s starttransfer:0.006427s total:0.006574
 connect:0.001413s pretransfer:0.001500s starttransfer:0.004981s total:0.005136
 connect:0.004051s pretransfer:0.004132s starttransfer:0.007059s total:0.007169
 connect:0.002343s pretransfer:0.002424s starttransfer:0.005893s total:0.006010
 connect:0.001417s pretransfer:0.001508s starttransfer:0.004812s total:0.004927
 connect:0.002378s pretransfer:0.002460s starttransfer:0.005685s total:0.005808
 connect:0.001452s pretransfer:0.001531s starttransfer:0.005761s total:0.005885
 connect:0.001416s pretransfer:0.001497s starttransfer:0.004560s total:0.004699
 connect:0.002474s pretransfer:0.002558s starttransfer:0.006106s total:0.006235
 connect:0.001481s pretransfer:0.001582s starttransfer:0.005180s total:0.005327
 connect:0.002071s pretransfer:0.002155s starttransfer:0.005506s total:0.005630
 connect:0.005117s pretransfer:0.005220s starttransfer:0.013188s total:0.013305
 connect:0.005649s pretransfer:0.005733s starttransfer:0.012353s total:0.012485
 connect:0.001610s pretransfer:0.001689s starttransfer:0.006082s total:0.006196
 connect:0.001629s pretransfer:0.001702s starttransfer:0.005355s total:0.005484
 connect:0.001799s pretransfer:0.001877s starttransfer:0.008207s total:0.008359
 connect:0.003712s pretransfer:0.003798s starttransfer:0.009549s total:0.009665
 connect:0.002473s pretransfer:0.002587s starttransfer:0.008788s total:0.008909
 connect:0.004113s pretransfer:0.004201s starttransfer:0.009769s total:0.009889
 connect:0.004067s pretransfer:0.004159s starttransfer:0.007575s total:0.007719
 connect:0.001384s pretransfer:0.001465s starttransfer:0.006664s total:0.006777
 connect:0.001509s pretransfer:0.001590s starttransfer:0.004752s total:0.004877
 connect:0.001422s pretransfer:0.001498s starttransfer:0.004480s total:0.004588
 connect:0.001393s pretransfer:0.001471s starttransfer:0.005083s total:0.005201
 connect:0.001389s pretransfer:0.001471s starttransfer:0.004789s total:0.004945
 connect:0.001472s pretransfer:0.001577s starttransfer:0.004583s total:0.004689
 connect:0.001343s pretransfer:0.001418s starttransfer:0.004457s total:0.004574
 connect:0.001536s pretransfer:0.001614s starttransfer:0.004517s total:0.004626
 connect:0.001467s pretransfer:0.001570s starttransfer:0.005018s total:0.005143
 connect:0.001444s pretransfer:0.001532s starttransfer:0.004871s total:0.004987
 connect:0.001441s pretransfer:0.001523s starttransfer:0.004559s total:0.004673
 connect:0.001389s pretransfer:0.001467s starttransfer:0.004902s total:0.005021
 connect:0.001410s pretransfer:0.001491s starttransfer:0.004741s total:0.004851
 connect:0.001403s pretransfer:0.001504s starttransfer:0.004100s total:0.004210
 connect:0.130681s pretransfer:0.130776s starttransfer:0.135633s total:0.135738
 connect:0.017744s pretransfer:0.017890s starttransfer:0.022283s total:0.022416
 connect:0.022328s pretransfer:0.022545s starttransfer:0.029218s total:0.029494
 connect:0.026953s pretransfer:0.027085s starttransfer:0.031584s total:0.031743
 connect:0.031533s pretransfer:0.031700s starttransfer:0.040764s total:0.040909
 connect:0.024131s pretransfer:0.024282s starttransfer:0.027610s total:0.027751
 connect:0.023919s pretransfer:0.024078s starttransfer:0.029346s total:0.029482
 connect:0.024123s pretransfer:0.024241s starttransfer:0.029599s total:0.029716
 connect:0.034730s pretransfer:0.034878s starttransfer:0.038418s total:0.038565
 connect:0.020490s pretransfer:0.020654s starttransfer:0.025544s total:0.025663
 connect:0.022419s pretransfer:0.022546s starttransfer:0.030629s total:0.030811
 connect:0.034743s pretransfer:0.034891s starttransfer:0.041105s total:0.041229
 connect:0.024704s pretransfer:0.024844s starttransfer:0.030937s total:0.031056
 connect:0.030902s pretransfer:0.031054s starttransfer:0.036938s total:0.037075
 connect:0.037307s pretransfer:0.037452s starttransfer:0.044757s total:0.044902
 connect:0.033064s pretransfer:0.033177s starttransfer:0.039288s total:0.039436
 connect:0.028085s pretransfer:0.028226s starttransfer:0.034130s total:0.034251
 connect:0.003961s pretransfer:0.004070s starttransfer:0.009935s total:0.010060
 connect:0.003372s pretransfer:0.003523s starttransfer:0.008774s total:0.008899
 connect:0.006898s pretransfer:0.006997s starttransfer:0.012644s total:0.012773
 connect:0.035890s pretransfer:0.036024s starttransfer:0.046315s total:0.046436
 connect:0.031390s pretransfer:0.031532s starttransfer:0.040760s total:0.040960
 connect:0.034533s pretransfer:0.034639s starttransfer:0.040508s total:0.040634
 connect:0.001694s pretransfer:0.001782s starttransfer:0.005223s total:0.005345
 connect:0.003450s pretransfer:0.003535s starttransfer:0.006565s total:0.006702
 connect:0.002459s pretransfer:0.002569s starttransfer:0.008826s total:0.008943
 connect:0.004329s pretransfer:0.004422s starttransfer:0.007900s total:0.008012
 connect:0.003936s pretransfer:0.004161s starttransfer:0.007630s total:0.007740
 connect:0.001807s pretransfer:0.001894s starttransfer:0.008229s total:0.008348
 connect:0.001456s pretransfer:0.001535s starttransfer:0.004734s total:0.004853
 connect:0.005356s pretransfer:0.005516s starttransfer:0.009552s total:0.009688
 connect:0.001703s pretransfer:0.001810s starttransfer:0.005379s total:0.005549
 connect:0.001987s pretransfer:0.002138s starttransfer:0.005740s total:0.005928
 connect:0.032679s pretransfer:0.032797s starttransfer:0.039569s total:0.039755
 connect:0.019504s pretransfer:0.019641s starttransfer:0.024092s total:0.024221
 connect:0.023043s pretransfer:0.023187s starttransfer:0.028666s total:0.028810
 connect:0.021539s pretransfer:0.021651s starttransfer:0.029073s total:0.029231
 connect:0.020781s pretransfer:0.020923s starttransfer:0.027556s total:0.027673
 connect:0.029402s pretransfer:0.029537s starttransfer:0.037020s total:0.037162
 connect:0.040337s pretransfer:0.040504s starttransfer:0.047438s total:0.047577
 connect:0.024113s pretransfer:0.024225s starttransfer:0.031247s total:0.031449
 connect:0.031089s pretransfer:0.031224s starttransfer:0.039005s total:0.039154
 connect:0.018936s pretransfer:0.019066s starttransfer:0.026098s total:0.026252
 connect:0.036807s pretransfer:0.036948s starttransfer:0.043895s total:0.044015
 connect:0.022464s pretransfer:0.022607s starttransfer:0.028130s total:0.028264
 connect:0.029424s pretransfer:0.029555s starttransfer:0.035290s total:0.035411
 connect:0.014911s pretransfer:0.015068s starttransfer:0.022840s total:0.022960
 connect:0.021947s pretransfer:0.022120s starttransfer:0.029309s total:0.029425
 connect:0.030532s pretransfer:0.030695s starttransfer:0.037359s total:0.037539
 connect:0.025615s pretransfer:0.025730s starttransfer:0.032212s total:0.032360
 connect:0.030643s pretransfer:0.030944s starttransfer:0.040716s total:0.040861
 connect:0.020559s pretransfer:0.020666s starttransfer:0.026466s total:0.026605
 connect:0.016407s pretransfer:0.016572s starttransfer:0.026898s total:0.027018
 connect:0.027897s pretransfer:0.028030s starttransfer:0.035960s total:0.036076
 connect:0.054850s pretransfer:0.054991s starttransfer:0.061944s total:0.062065
 connect:0.033670s pretransfer:0.033817s starttransfer:0.038381s total:0.038510
 connect:0.024539s pretransfer:0.024677s starttransfer:0.031076s total:0.031201
 connect:0.022809s pretransfer:0.022912s starttransfer:0.025694s total:0.025817
 connect:0.019739s pretransfer:0.019865s starttransfer:0.025252s total:0.025400
 connect:0.023891s pretransfer:0.023989s starttransfer:0.026802s total:0.026912
 connect:0.022424s pretransfer:0.022519s starttransfer:0.027916s total:0.028031
 connect:0.020100s pretransfer:0.020197s starttransfer:0.029422s total:0.029548
 connect:0.029662s pretransfer:0.029773s starttransfer:0.035179s total:0.035294
 connect:0.019687s pretransfer:0.019787s starttransfer:0.025127s total:0.025249
 connect:0.017903s pretransfer:0.018036s starttransfer:0.021287s total:0.021427
 connect:0.020151s pretransfer:0.020247s starttransfer:0.023148s total:0.023260
 connect:0.023145s pretransfer:0.023271s starttransfer:0.026359s total:0.026500
 connect:0.029733s pretransfer:0.029840s starttransfer:0.032784s total:0.032909
 connect:0.023075s pretransfer:0.023201s starttransfer:0.026187s total:0.026347
 connect:0.022350s pretransfer:0.022450s starttransfer:0.025718s total:0.025830
 connect:0.024188s pretransfer:0.024310s starttransfer:0.028110s total:0.028215
 connect:0.024250s pretransfer:0.024370s starttransfer:0.027761s total:0.027867
 connect:0.025424s pretransfer:0.025570s starttransfer:0.028513s total:0.028640
 connect:0.022269s pretransfer:0.022461s starttransfer:0.025187s total:0.025343
 connect:0.018241s pretransfer:0.018375s starttransfer:0.023744s total:0.023868
 connect:0.037083s pretransfer:0.037208s starttransfer:0.040132s total:0.040257
 connect:0.022666s pretransfer:0.022800s starttransfer:0.025708s total:0.025828
 connect:0.020707s pretransfer:0.020805s starttransfer:0.023857s total:0.023974
 connect:0.019353s pretransfer:0.019472s starttransfer:0.022295s total:0.022410
 connect:0.022353s pretransfer:0.022459s starttransfer:0.025386s total:0.025527
 connect:0.013656s pretransfer:0.013781s starttransfer:0.018480s total:0.018586
 connect:0.019324s pretransfer:0.019419s starttransfer:0.025124s total:0.025274
 connect:0.017432s pretransfer:0.017549s starttransfer:0.022151s total:0.022282
 connect:0.031264s pretransfer:0.031401s starttransfer:0.037976s total:0.038100
 connect:0.042991s pretransfer:0.043129s starttransfer:0.049485s total:0.049639
 connect:0.016358s pretransfer:0.016491s starttransfer:0.019897s total:0.020041
 connect:0.025883s pretransfer:0.026018s starttransfer:0.031441s total:0.031569
 connect:0.029255s pretransfer:0.029379s starttransfer:0.035086s total:0.035208
 connect:0.020376s pretransfer:0.020490s starttransfer:0.025931s total:0.026097
 connect:0.024307s pretransfer:0.024435s starttransfer:0.030377s total:0.030522
 connect:0.001496s pretransfer:0.001577s starttransfer:0.004798s total:0.004946
 connect:0.002167s pretransfer:0.002268s starttransfer:0.005550s total:0.005673
 connect:0.001581s pretransfer:0.001663s starttransfer:0.004804s total:0.004940
 connect:0.002973s pretransfer:0.003086s starttransfer:0.006199s total:0.006324
 connect:0.002779s pretransfer:0.002865s starttransfer:0.006349s total:0.006475
 connect:0.004056s pretransfer:0.004145s starttransfer:0.008635s total:0.008748
 connect:0.003991s pretransfer:0.004075s starttransfer:0.008727s total:0.008850
 connect:0.001696s pretransfer:0.001782s starttransfer:0.005611s total:0.005807
 connect:0.001434s pretransfer:0.001525s starttransfer:0.006932s total:0.007070
 connect:0.001487s pretransfer:0.001585s starttransfer:0.004938s total:0.005050
 connect:0.006255s pretransfer:0.006371s starttransfer:0.012438s total:0.012566
 connect:0.004789s pretransfer:0.004872s starttransfer:0.011044s total:0.011221
 connect:0.004656s pretransfer:0.004740s starttransfer:0.009377s total:0.009495
 connect:0.003711s pretransfer:0.003791s starttransfer:0.009891s total:0.010003
 connect:0.002472s pretransfer:0.002605s starttransfer:0.008735s total:0.008867
 connect:0.001533s pretransfer:0.001614s starttransfer:0.007914s total:0.008050
 connect:0.003512s pretransfer:0.003602s starttransfer:0.009763s total:0.009904
 connect:0.002109s pretransfer:0.002242s starttransfer:0.009171s total:0.009288
 connect:0.005077s pretransfer:0.005162s starttransfer:0.010634s total:0.010753
 connect:0.003677s pretransfer:0.003796s starttransfer:0.008108s total:0.008220
 connect:0.001497s pretransfer:0.001594s starttransfer:0.004964s total:0.005085
 connect:0.001465s pretransfer:0.001547s starttransfer:0.009606s total:0.009721
 connect:0.002559s pretransfer:0.002641s starttransfer:0.007345s total:0.007474
 connect:0.004212s pretransfer:0.004295s starttransfer:0.009594s total:0.009712
 connect:0.001362s pretransfer:0.001440s starttransfer:0.004610s total:0.004730
 connect:0.003961s pretransfer:0.004046s starttransfer:0.008878s total:0.009014
 connect:0.004432s pretransfer:0.004526s starttransfer:0.007648s total:0.007767
 connect:0.002075s pretransfer:0.002159s starttransfer:0.006877s total:0.007000
 connect:0.002545s pretransfer:0.002633s starttransfer:0.011278s total:0.011434
 connect:0.002368s pretransfer:0.002468s starttransfer:0.007672s total:0.007799
 connect:0.002081s pretransfer:0.002164s starttransfer:0.006211s total:0.006385
 connect:0.002187s pretransfer:0.002270s starttransfer:0.007476s total:0.007607
 connect:0.003700s pretransfer:0.003785s starttransfer:0.008202s total:0.008359
 connect:0.004155s pretransfer:0.004263s starttransfer:0.010626s total:0.010746
 connect:0.002421s pretransfer:0.002497s starttransfer:0.005738s total:0.005845
 connect:0.001564s pretransfer:0.001671s starttransfer:0.006396s total:0.006516
 connect:0.002706s pretransfer:0.002823s starttransfer:0.011391s total:0.011528
 connect:0.004157s pretransfer:0.004242s starttransfer:0.009984s total:0.010116
 connect:0.001636s pretransfer:0.001743s starttransfer:0.009673s total:0.009802
 connect:0.001713s pretransfer:0.001802s starttransfer:0.005052s total:0.005165
 connect:0.001985s pretransfer:0.002078s starttransfer:0.006440s total:0.006569
 connect:0.003466s pretransfer:0.003547s starttransfer:0.006863s total:0.006976
 connect:0.001498s pretransfer:0.001577s starttransfer:0.005582s total:0.005698
 connect:0.004367s pretransfer:0.004474s starttransfer:0.009442s total:0.009560
 connect:0.005348s pretransfer:0.005469s starttransfer:0.010328s total:0.010448
 connect:0.002650s pretransfer:0.002728s starttransfer:0.006442s total:0.006562
 connect:0.002598s pretransfer:0.002704s starttransfer:0.009015s total:0.009125
 connect:0.002425s pretransfer:0.002508s starttransfer:0.008750s total:0.008886
 connect:0.003704s pretransfer:0.003827s starttransfer:0.010619s total:0.010789
 connect:0.003556s pretransfer:0.003716s starttransfer:0.009636s total:0.009762
 connect:0.005511s pretransfer:0.005630s starttransfer:0.010148s total:0.010266
 connect:0.004756s pretransfer:0.004846s starttransfer:0.010892s total:0.011006
 connect:0.004351s pretransfer:0.004441s starttransfer:0.013211s total:0.013342
 connect:0.001465s pretransfer:0.001550s starttransfer:0.004640s total:0.004784
 connect:0.001411s pretransfer:0.001491s starttransfer:0.005061s total:0.005176
 connect:0.001420s pretransfer:0.001497s starttransfer:0.004517s total:0.004634
 connect:0.001637s pretransfer:0.001718s starttransfer:0.005126s total:0.005251
 connect:0.001407s pretransfer:0.001487s starttransfer:0.004985s total:0.005102
 connect:0.001413s pretransfer:0.001519s starttransfer:0.004803s total:0.004944
 connect:0.001452s pretransfer:0.001551s starttransfer:0.004582s total:0.004688
 connect:0.001349s pretransfer:0.001424s starttransfer:0.004650s total:0.004802
 connect:0.001366s pretransfer:0.001442s starttransfer:0.004369s total:0.004479
 connect:0.001387s pretransfer:0.001463s starttransfer:0.004326s total:0.004431
 connect:0.001351s pretransfer:0.001426s starttransfer:0.004331s total:0.004436
 connect:0.001303s pretransfer:0.001377s starttransfer:0.003962s total:0.004063
 connect:0.001245s pretransfer:0.001315s starttransfer:0.003652s total:0.003736
 connect:0.001223s pretransfer:0.001294s starttransfer:0.003995s total:0.004087
 connect:0.001289s pretransfer:0.001361s starttransfer:0.003713s total:0.003815
 connect:0.001302s pretransfer:0.001382s starttransfer:0.003705s total:0.003796
 connect:0.001225s pretransfer:0.001292s starttransfer:0.003481s total:0.003570
 connect:0.001223s pretransfer:0.001289s starttransfer:0.004355s total:0.004435
 connect:0.001247s pretransfer:0.001314s starttransfer:0.004608s total:0.004706
 connect:0.001213s pretransfer:0.001279s starttransfer:0.004173s total:0.004263
 connect:0.001223s pretransfer:0.001287s starttransfer:0.004284s total:0.004365
 connect:0.001200s pretransfer:0.001287s starttransfer:0.003797s total:0.003895
 connect:0.001190s pretransfer:0.001255s starttransfer:0.003643s total:0.003736
 connect:0.001180s pretransfer:0.001270s starttransfer:0.003694s total:0.003784
 connect:0.001174s pretransfer:0.001241s starttransfer:0.003613s total:0.003697
 connect:0.001249s pretransfer:0.001321s starttransfer:0.003776s total:0.003881
 connect:0.001270s pretransfer:0.001340s starttransfer:0.003898s total:0.003996
 connect:0.001329s pretransfer:0.001404s starttransfer:0.004539s total:0.004646
 connect:0.001246s pretransfer:0.001315s starttransfer:0.003961s total:0.004055
 connect:0.001296s pretransfer:0.001393s starttransfer:0.004012s total:0.004120
 connect:0.001297s pretransfer:0.001368s starttransfer:0.004337s total:0.004434
 connect:0.001255s pretransfer:0.001326s starttransfer:0.003893s total:0.003986
 connect:0.001214s pretransfer:0.001288s starttransfer:0.003688s total:0.003781
 connect:0.001245s pretransfer:0.001310s starttransfer:0.004453s total:0.004545
 connect:0.001585s pretransfer:0.001653s starttransfer:0.004894s total:0.004989
 connect:0.001258s pretransfer:0.001320s starttransfer:0.004881s total:0.004966
 connect:0.001220s pretransfer:0.001282s starttransfer:0.004744s total:0.004826
 connect:0.001147s pretransfer:0.001213s starttransfer:0.003751s total:0.003841
 connect:0.001228s pretransfer:0.001299s starttransfer:0.003786s total:0.003885
 connect:0.001222s pretransfer:0.001289s starttransfer:0.003612s total:0.003701
 connect:0.001283s pretransfer:0.001358s starttransfer:0.004229s total:0.004354
 connect:0.001268s pretransfer:0.001340s starttransfer:0.003986s total:0.004083
 connect:0.001240s pretransfer:0.001309s starttransfer:0.003812s total:0.003912
 connect:0.001519s pretransfer:0.001646s starttransfer:0.004219s total:0.004327
 connect:0.001196s pretransfer:0.001264s starttransfer:0.003756s total:0.003848
 connect:0.001244s pretransfer:0.001320s starttransfer:0.004196s total:0.004293
 connect:0.001246s pretransfer:0.001318s starttransfer:0.003682s total:0.003775
 connect:0.001232s pretransfer:0.001301s starttransfer:0.003652s total:0.003742
 connect:0.001264s pretransfer:0.001332s starttransfer:0.004678s total:0.004764
 connect:0.001223s pretransfer:0.001288s starttransfer:0.004597s total:0.004679
 connect:0.001266s pretransfer:0.001334s starttransfer:0.004643s total:0.004740
 connect:0.001262s pretransfer:0.001329s starttransfer:0.004798s total:0.004883
 connect:0.001243s pretransfer:0.001305s starttransfer:0.004880s total:0.004968
 connect:0.001134s pretransfer:0.001208s starttransfer:0.003948s total:0.004041
 connect:0.001173s pretransfer:0.001239s starttransfer:0.003546s total:0.003626
 connect:0.001212s pretransfer:0.001282s starttransfer:0.003603s total:0.003689
 connect:0.001226s pretransfer:0.001295s starttransfer:0.003657s total:0.003745
 connect:0.001227s pretransfer:0.001296s starttransfer:0.003887s total:0.003981
 connect:0.001309s pretransfer:0.001382s starttransfer:0.003899s total:0.004002
 connect:0.001488s pretransfer:0.001569s starttransfer:0.004357s total:0.004463
 connect:0.001307s pretransfer:0.001379s starttransfer:0.003734s total:0.003830
 connect:0.001289s pretransfer:0.001360s starttransfer:0.003991s total:0.004090
 connect:0.001317s pretransfer:0.001390s starttransfer:0.003870s total:0.003976
 connect:0.001274s pretransfer:0.001343s starttransfer:0.003951s total:0.004046
 connect:0.001297s pretransfer:0.001363s starttransfer:0.004510s total:0.004597
 connect:0.001251s pretransfer:0.001314s starttransfer:0.004600s total:0.004683
 connect:0.001231s pretransfer:0.001294s starttransfer:0.004684s total:0.004767
 connect:0.001261s pretransfer:0.001323s starttransfer:0.004822s total:0.004908
 connect:0.001202s pretransfer:0.001264s starttransfer:0.005261s total:0.005344
 connect:0.001166s pretransfer:0.001232s starttransfer:0.003690s total:0.003787
 connect:0.001286s pretransfer:0.001356s starttransfer:0.003740s total:0.003825
 connect:0.001232s pretransfer:0.001300s starttransfer:0.003696s total:0.003784
 connect:0.001298s pretransfer:0.001372s starttransfer:0.004072s total:0.004166
 connect:0.001201s pretransfer:0.001270s starttransfer:0.003615s total:0.003702
 connect:0.001348s pretransfer:0.001451s starttransfer:0.004173s total:0.004280
 connect:0.001323s pretransfer:0.001398s starttransfer:0.003941s total:0.004034
 connect:0.001215s pretransfer:0.001283s starttransfer:0.003640s total:0.003729
 connect:0.001239s pretransfer:0.001310s starttransfer:0.003964s total:0.004065
 connect:0.001280s pretransfer:0.001354s starttransfer:0.003825s total:0.003913
 connect:0.001261s pretransfer:0.001334s starttransfer:0.003734s total:0.003826
 connect:0.001304s pretransfer:0.001370s starttransfer:0.004467s total:0.004556
 connect:0.001248s pretransfer:0.001313s starttransfer:0.004312s total:0.004399
 connect:0.001376s pretransfer:0.001449s starttransfer:0.005107s total:0.005205
 connect:0.001248s pretransfer:0.001311s starttransfer:0.004723s total:0.004819
 connect:0.001129s pretransfer:0.001194s starttransfer:0.003521s total:0.003608
 connect:0.001137s pretransfer:0.001203s starttransfer:0.003407s total:0.003492
 connect:0.001219s pretransfer:0.001283s starttransfer:0.003674s total:0.003775
 connect:0.001254s pretransfer:0.001325s starttransfer:0.003687s total:0.003778
 connect:0.001215s pretransfer:0.001283s starttransfer:0.003706s total:0.003798
 connect:0.001295s pretransfer:0.001365s starttransfer:0.003800s total:0.003889
 connect:0.001306s pretransfer:0.001378s starttransfer:0.003994s total:0.004090
 connect:0.001282s pretransfer:0.001356s starttransfer:0.003911s total:0.004003
 connect:0.001237s pretransfer:0.001309s starttransfer:0.003672s total:0.003777
 connect:0.001330s pretransfer:0.001403s starttransfer:0.004358s total:0.004458
 connect:0.001298s pretransfer:0.001371s starttransfer:0.004077s total:0.004170
 connect:0.001272s pretransfer:0.001344s starttransfer:0.003803s total:0.003891
 connect:0.001259s pretransfer:0.001323s starttransfer:0.004470s total:0.004556
 connect:0.001193s pretransfer:0.001258s starttransfer:0.004483s total:0.004571
 connect:0.001254s pretransfer:0.001319s starttransfer:0.004440s total:0.004534
 connect:0.001239s pretransfer:0.001304s starttransfer:0.004575s total:0.004662
 connect:0.001129s pretransfer:0.001194s starttransfer:0.003695s total:0.003777
 connect:0.001159s pretransfer:0.001226s starttransfer:0.003436s total:0.003530
 connect:0.001167s pretransfer:0.001239s starttransfer:0.003603s total:0.003694
 connect:0.001216s pretransfer:0.001287s starttransfer:0.003683s total:0.003768
 connect:0.001329s pretransfer:0.001426s starttransfer:0.003771s total:0.003874
 connect:0.001276s pretransfer:0.001349s starttransfer:0.003983s total:0.004083
 connect:0.001328s pretransfer:0.001401s starttransfer:0.004152s total:0.004257
 connect:0.001452s pretransfer:0.001545s starttransfer:0.004510s total:0.004609
 connect:0.001295s pretransfer:0.001368s starttransfer:0.003943s total:0.004041
 connect:0.001351s pretransfer:0.001460s starttransfer:0.004084s total:0.004190
 connect:0.001446s pretransfer:0.001526s starttransfer:0.005253s total:0.005384
 connect:0.001359s pretransfer:0.001433s starttransfer:0.004123s total:0.004228
 connect:0.001529s pretransfer:0.001611s starttransfer:0.005455s total:0.005563
 connect:0.001648s pretransfer:0.001756s starttransfer:0.008073s total:0.008217
 connect:0.001346s pretransfer:0.001414s starttransfer:0.005104s total:0.005193
 connect:0.001981s pretransfer:0.002109s starttransfer:0.006138s total:0.006258
 connect:0.001643s pretransfer:0.001747s starttransfer:0.007307s total:0.007511
 connect:0.001952s pretransfer:0.002093s starttransfer:0.005672s total:0.005810
