 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.003070s pretransfer:0.003153s starttransfer:0.012019s total:0.012072
 connect:0.002412s pretransfer:0.002524s starttransfer:0.011753s total:0.011828
 connect:0.001977s pretransfer:0.002057s starttransfer:0.013164s total:0.013232
 connect:0.005389s pretransfer:0.005478s starttransfer:0.015579s total:0.015637
 connect:0.001894s pretransfer:0.002016s starttransfer:0.014591s total:0.014648
 connect:0.001447s pretransfer:0.001527s starttransfer:0.008141s total:0.008204
 connect:0.001383s pretransfer:0.001471s starttransfer:0.007704s total:0.007758
 connect:0.001734s pretransfer:0.001812s starttransfer:0.009558s total:0.009642
 connect:0.001446s pretransfer:0.001526s starttransfer:0.008028s total:0.008083
 connect:0.003740s pretransfer:0.003871s starttransfer:0.012388s total:0.012454
 connect:0.003355s pretransfer:0.003437s starttransfer:0.010445s total:0.010506
 connect:0.001406s pretransfer:0.001509s starttransfer:0.008173s total:0.008228
 connect:0.002687s pretransfer:0.002897s starttransfer:0.008518s total:0.008572
 connect:0.002526s pretransfer:0.002609s starttransfer:0.016354s total:0.016417
 connect:0.002099s pretransfer:0.002188s starttransfer:0.012709s total:0.012768
 connect:0.001618s pretransfer:0.001723s starttransfer:0.011142s total:0.011202
 connect:0.001706s pretransfer:0.001821s starttransfer:0.008958s total:0.009016
 connect:0.001782s pretransfer:0.001911s starttransfer:0.011108s total:0.011184
 connect:0.001737s pretransfer:0.001831s starttransfer:0.009690s total:0.009750
 connect:0.001565s pretransfer:0.001651s starttransfer:0.008710s total:0.008768
 connect:0.001760s pretransfer:0.001875s starttransfer:0.010742s total:0.010801
 connect:0.001509s pretransfer:0.001590s starttransfer:0.010120s total:0.010185
 connect:0.001703s pretransfer:0.001831s starttransfer:0.008605s total:0.008662
 connect:0.003546s pretransfer:0.003682s starttransfer:0.010991s total:0.011063
 connect:0.004159s pretransfer:0.004277s starttransfer:0.011654s total:0.011712
 connect:0.003497s pretransfer:0.003608s starttransfer:0.010423s total:0.010489
 connect:0.001421s pretransfer:0.001517s starttransfer:0.008060s total:0.008149
 connect:0.001449s pretransfer:0.001529s starttransfer:0.009397s total:0.009463
 connect:0.005375s pretransfer:0.005462s starttransfer:0.012622s total:0.012677
 connect:0.006157s pretransfer:0.006284s starttransfer:0.018593s total:0.018663
 connect:0.003281s pretransfer:0.003419s starttransfer:0.013244s total:0.013304
 connect:0.004173s pretransfer:0.004291s starttransfer:0.014199s total:0.014259
 connect:0.003168s pretransfer:0.003261s starttransfer:0.012663s total:0.012716
 connect:0.002686s pretransfer:0.002767s starttransfer:0.012212s total:0.012266
 connect:0.002673s pretransfer:0.002779s starttransfer:0.011879s total:0.011931
 connect:0.004139s pretransfer:0.004255s starttransfer:0.012595s total:0.012652
 connect:0.004724s pretransfer:0.004804s starttransfer:0.012715s total:0.012770
 connect:0.001348s pretransfer:0.001443s starttransfer:0.007233s total:0.007290
 connect:0.001487s pretransfer:0.001571s starttransfer:0.008337s total:0.008405
 connect:0.001573s pretransfer:0.001656s starttransfer:0.008274s total:0.008331
 connect:0.001571s pretransfer:0.001654s starttransfer:0.009277s total:0.009346
 connect:0.001605s pretransfer:0.001728s starttransfer:0.008155s total:0.008218
 connect:0.001444s pretransfer:0.001522s starttransfer:0.007485s total:0.007538
 connect:0.001284s pretransfer:0.001356s starttransfer:0.007531s total:0.007578
 connect:0.001253s pretransfer:0.001330s starttransfer:0.006022s total:0.006065
 connect:0.001212s pretransfer:0.001281s starttransfer:0.006017s total:0.006061
 connect:0.001224s pretransfer:0.001292s starttransfer:0.006672s total:0.006715
 connect:0.001237s pretransfer:0.001301s starttransfer:0.008308s total:0.008353
 connect:0.001252s pretransfer:0.001316s starttransfer:0.007362s total:0.007407
 connect:0.001320s pretransfer:0.001389s starttransfer:0.007174s total:0.007220
 connect:0.001208s pretransfer:0.001276s starttransfer:0.006271s total:0.006318
 connect:0.001186s pretransfer:0.001253s starttransfer:0.005743s total:0.005790
 connect:0.001226s pretransfer:0.001292s starttransfer:0.006382s total:0.006431
 connect:0.001319s pretransfer:0.001395s starttransfer:0.006643s total:0.006691
 connect:0.001288s pretransfer:0.001370s starttransfer:0.006295s total:0.006340
 connect:0.001244s pretransfer:0.001318s starttransfer:0.006075s total:0.006120
 connect:0.001302s pretransfer:0.001376s starttransfer:0.007023s total:0.007073
 connect:0.001253s pretransfer:0.001322s starttransfer:0.006266s total:0.006310
 connect:0.001262s pretransfer:0.001333s starttransfer:0.006128s total:0.006175
 connect:0.001244s pretransfer:0.001316s starttransfer:0.007347s total:0.007394
 connect:0.001307s pretransfer:0.001381s starttransfer:0.007224s total:0.007278
 connect:0.001244s pretransfer:0.001312s starttransfer:0.007011s total:0.007058
 connect:0.001216s pretransfer:0.001305s starttransfer:0.006634s total:0.006690
 connect:0.001271s pretransfer:0.001343s starttransfer:0.006767s total:0.006810
 connect:0.001247s pretransfer:0.001311s starttransfer:0.007217s total:0.007262
 connect:0.001231s pretransfer:0.001297s starttransfer:0.007545s total:0.007590
 connect:0.001205s pretransfer:0.001271s starttransfer:0.006592s total:0.006636
 connect:0.001209s pretransfer:0.001279s starttransfer:0.006337s total:0.006379
 connect:0.001178s pretransfer:0.001243s starttransfer:0.005993s total:0.006036
 connect:0.001284s pretransfer:0.001361s starttransfer:0.006646s total:0.006692
 connect:0.001269s pretransfer:0.001339s starttransfer:0.006080s total:0.006124
 connect:0.001256s pretransfer:0.001326s starttransfer:0.006245s total:0.006291
 connect:0.001349s pretransfer:0.001425s starttransfer:0.007251s total:0.007301
 connect:0.001287s pretransfer:0.001362s starttransfer:0.006591s total:0.006642
 connect:0.001257s pretransfer:0.001330s starttransfer:0.006080s total:0.006125
 connect:0.001204s pretransfer:0.001272s starttransfer:0.005859s total:0.005904
 connect:0.001256s pretransfer:0.001327s starttransfer:0.006528s total:0.006576
 connect:0.001274s pretransfer:0.001344s starttransfer:0.007170s total:0.007220
 connect:0.001273s pretransfer:0.001332s starttransfer:0.008471s total:0.008514
 connect:0.001286s pretransfer:0.001350s starttransfer:0.007033s total:0.007080
 connect:0.001308s pretransfer:0.001391s starttransfer:0.007106s total:0.007151
 connect:0.001147s pretransfer:0.001213s starttransfer:0.005677s total:0.005722
 connect:0.001163s pretransfer:0.001229s starttransfer:0.005797s total:0.005839
 connect:0.001150s pretransfer:0.001216s starttransfer:0.005708s total:0.005752
 connect:0.001198s pretransfer:0.001267s starttransfer:0.006545s total:0.006592
 connect:0.001368s pretransfer:0.001475s starttransfer:0.007006s total:0.007066
 connect:0.001277s pretransfer:0.001350s starttransfer:0.006299s total:0.006342
 connect:0.001266s pretransfer:0.001337s starttransfer:0.006253s total:0.006299
 connect:0.001327s pretransfer:0.001401s starttransfer:0.006838s total:0.006889
 connect:0.001256s pretransfer:0.001325s starttransfer:0.006301s total:0.006349
 connect:0.001315s pretransfer:0.001387s starttransfer:0.006685s total:0.006734
 connect:0.001264s pretransfer:0.001333s starttransfer:0.006304s total:0.006352
 connect:0.001247s pretransfer:0.001319s starttransfer:0.005899s total:0.005944
 connect:0.001263s pretransfer:0.001331s starttransfer:0.006959s total:0.007013
 connect:0.001262s pretransfer:0.001324s starttransfer:0.008617s total:0.008664
 connect:0.001132s pretransfer:0.001197s starttransfer:0.005975s total:0.006018
 connect:0.001216s pretransfer:0.001280s starttransfer:0.007206s total:0.007250
 connect:0.001220s pretransfer:0.001285s starttransfer:0.007650s total:0.007697
 connect:0.001187s pretransfer:0.001254s starttransfer:0.005853s total:0.005896
 connect:0.001171s pretransfer:0.001237s starttransfer:0.005965s total:0.006008
 connect:0.001296s pretransfer:0.001377s starttransfer:0.007010s total:0.007058
 connect:0.001413s pretransfer:0.001515s starttransfer:0.007127s total:0.007176
 connect:0.001351s pretransfer:0.001435s starttransfer:0.007037s total:0.007088
 connect:0.001313s pretransfer:0.001386s starttransfer:0.006551s total:0.006597
 connect:0.001250s pretransfer:0.001323s starttransfer:0.006503s total:0.006551
 connect:0.001238s pretransfer:0.001307s starttransfer:0.005989s total:0.006033
 connect:0.001233s pretransfer:0.001303s starttransfer:0.006232s total:0.006275
 connect:0.001174s pretransfer:0.001243s starttransfer:0.005729s total:0.005770
 connect:0.001234s pretransfer:0.001308s starttransfer:0.006369s total:0.006415
 connect:0.001292s pretransfer:0.001363s starttransfer:0.006284s total:0.006334
 connect:0.001284s pretransfer:0.001364s starttransfer:0.007084s total:0.007128
 connect:0.001218s pretransfer:0.001280s starttransfer:0.007192s total:0.007237
 connect:0.006819s pretransfer:0.006903s starttransfer:0.013326s total:0.013374
 connect:0.024035s pretransfer:0.024182s starttransfer:0.031405s total:0.031485
 connect:0.026489s pretransfer:0.026594s starttransfer:0.037841s total:0.037906
 connect:0.003537s pretransfer:0.003625s starttransfer:0.014451s total:0.014509
 connect:0.029372s pretransfer:0.029511s starttransfer:0.039361s total:0.039423
 connect:0.045628s pretransfer:0.045793s starttransfer:0.055592s total:0.055674
 connect:0.045108s pretransfer:0.045253s starttransfer:0.054805s total:0.054871
 connect:0.024351s pretransfer:0.024500s starttransfer:0.032767s total:0.032846
 connect:0.038043s pretransfer:0.038177s starttransfer:0.047565s total:0.047631
 connect:0.035599s pretransfer:0.035732s starttransfer:0.041926s total:0.041993
 connect:0.029975s pretransfer:0.030138s starttransfer:0.040704s total:0.040875
 connect:0.034732s pretransfer:0.034838s starttransfer:0.046707s total:0.046774
 connect:0.047304s pretransfer:0.047448s starttransfer:0.055869s total:0.055943
 connect:0.027991s pretransfer:0.028121s starttransfer:0.037163s total:0.037227
 connect:0.032457s pretransfer:0.032590s starttransfer:0.041197s total:0.041272
 connect:0.027323s pretransfer:0.027457s starttransfer:0.036173s total:0.036240
 connect:0.027739s pretransfer:0.027883s starttransfer:0.036329s total:0.036390
 connect:0.031068s pretransfer:0.031226s starttransfer:0.040678s total:0.040733
 connect:0.041237s pretransfer:0.041476s starttransfer:0.052895s total:0.052964
 connect:0.026979s pretransfer:0.027118s starttransfer:0.040798s total:0.040861
 connect:0.035417s pretransfer:0.035578s starttransfer:0.049873s total:0.049934
 connect:0.029581s pretransfer:0.029725s starttransfer:0.041748s total:0.041803
 connect:0.039530s pretransfer:0.039644s starttransfer:0.049309s total:0.049365
 connect:0.040356s pretransfer:0.040490s starttransfer:0.048618s total:0.048676
 connect:0.027836s pretransfer:0.027982s starttransfer:0.042065s total:0.042136
 connect:0.022066s pretransfer:0.022193s starttransfer:0.028584s total:0.028645
 connect:0.023235s pretransfer:0.023337s starttransfer:0.030222s total:0.030280
 connect:0.025667s pretransfer:0.025814s starttransfer:0.033637s total:0.033696
 connect:0.032334s pretransfer:0.032429s starttransfer:0.037656s total:0.037707
 connect:0.026121s pretransfer:0.026219s starttransfer:0.035433s total:0.035485
 connect:0.021023s pretransfer:0.021184s starttransfer:0.031516s total:0.031582
 connect:0.022203s pretransfer:0.022304s starttransfer:0.029902s total:0.029964
 connect:0.021564s pretransfer:0.021685s starttransfer:0.027937s total:0.027998
 connect:0.032157s pretransfer:0.032250s starttransfer:0.038288s total:0.038338
 connect:0.020505s pretransfer:0.020621s starttransfer:0.028486s total:0.028549
 connect:0.024408s pretransfer:0.024533s starttransfer:0.030279s total:0.030331
 connect:0.022652s pretransfer:0.022757s starttransfer:0.028542s total:0.028594
 connect:0.066750s pretransfer:0.066876s starttransfer:0.073224s total:0.073279
 connect:0.023886s pretransfer:0.024003s starttransfer:0.031278s total:0.031335
 connect:0.027834s pretransfer:0.027971s starttransfer:0.034387s total:0.034444
 connect:0.022484s pretransfer:0.022579s starttransfer:0.030978s total:0.031037
 connect:0.038156s pretransfer:0.038245s starttransfer:0.049003s total:0.049050
 connect:0.026928s pretransfer:0.027038s starttransfer:0.033096s total:0.033150
 connect:0.022020s pretransfer:0.022112s starttransfer:0.027329s total:0.027378
 connect:0.021498s pretransfer:0.021597s starttransfer:0.028354s total:0.028405
 connect:0.035994s pretransfer:0.036091s starttransfer:0.043476s total:0.043528
 connect:0.033390s pretransfer:0.033514s starttransfer:0.039928s total:0.040003
 connect:0.030213s pretransfer:0.030343s starttransfer:0.037308s total:0.037376
 connect:0.021039s pretransfer:0.021184s starttransfer:0.027039s total:0.027093
 connect:0.021662s pretransfer:0.021782s starttransfer:0.028948s total:0.029001
 connect:0.133136s pretransfer:0.133272s starttransfer:0.141285s total:0.141350
 connect:0.023219s pretransfer:0.023355s starttransfer:0.032596s total:0.032670
 connect:0.020199s pretransfer:0.020338s starttransfer:0.029196s total:0.029271
 connect:0.034393s pretransfer:0.034541s starttransfer:0.041193s total:0.041260
 connect:0.026351s pretransfer:0.026517s starttransfer:0.038827s total:0.038900
 connect:0.040681s pretransfer:0.040841s starttransfer:0.049585s total:0.049655
 connect:0.023279s pretransfer:0.023409s starttransfer:0.034343s total:0.034444
 connect:0.043130s pretransfer:0.043235s starttransfer:0.057238s total:0.057305
 connect:0.030595s pretransfer:0.030740s starttransfer:0.040241s total:0.040311
 connect:0.015694s pretransfer:0.015821s starttransfer:0.025014s total:0.025069
 connect:0.038372s pretransfer:0.038501s starttransfer:0.049555s total:0.049621
 connect:0.044514s pretransfer:0.044652s starttransfer:0.054510s total:0.054580
 connect:0.029387s pretransfer:0.029524s starttransfer:0.038952s total:0.039010
 connect:0.032133s pretransfer:0.032322s starttransfer:0.044071s total:0.044141
 connect:0.027436s pretransfer:0.027551s starttransfer:0.039151s total:0.039226
 connect:0.058195s pretransfer:0.058337s starttransfer:0.066555s total:0.066630
 connect:0.017104s pretransfer:0.017282s starttransfer:0.026476s total:0.026535
 connect:0.032873s pretransfer:0.033002s starttransfer:0.041547s total:0.041604
 connect:0.029816s pretransfer:0.029933s starttransfer:0.038563s total:0.038617
 connect:0.037702s pretransfer:0.037844s starttransfer:0.046412s total:0.046472
 connect:0.031331s pretransfer:0.031437s starttransfer:0.039565s total:0.039621
 connect:0.042366s pretransfer:0.042532s starttransfer:0.056269s total:0.056330
 connect:0.037397s pretransfer:0.037516s starttransfer:0.047701s total:0.047791
 connect:0.131289s pretransfer:0.131397s starttransfer:0.140093s total:0.140145
 connect:0.055403s pretransfer:0.055505s starttransfer:0.063922s total:0.063978
 connect:0.025859s pretransfer:0.026020s starttransfer:0.033385s total:0.033452
 connect:0.036180s pretransfer:0.036318s starttransfer:0.044646s total:0.044717
 connect:0.025660s pretransfer:0.025819s starttransfer:0.033952s total:0.034009
 connect:0.027074s pretransfer:0.027176s starttransfer:0.035198s total:0.035256
 connect:0.023506s pretransfer:0.023608s starttransfer:0.029778s total:0.029834
 connect:0.025695s pretransfer:0.025844s starttransfer:0.032850s total:0.032910
 connect:0.021126s pretransfer:0.021276s starttransfer:0.027105s total:0.027168
 connect:0.032698s pretransfer:0.032791s starttransfer:0.039295s total:0.039343
 connect:0.026995s pretransfer:0.027090s starttransfer:0.033816s total:0.033884
 connect:0.035666s pretransfer:0.035769s starttransfer:0.043136s total:0.043210
 connect:0.034778s pretransfer:0.034902s starttransfer:0.044730s total:0.044788
 connect:0.025069s pretransfer:0.025198s starttransfer:0.038126s total:0.038181
 connect:0.042479s pretransfer:0.042622s starttransfer:0.052921s total:0.052978
 connect:0.024218s pretransfer:0.024350s starttransfer:0.037225s total:0.037294
 connect:0.043745s pretransfer:0.043893s starttransfer:0.053408s total:0.053465
 connect:0.029606s pretransfer:0.029704s starttransfer:0.038218s total:0.038270
 connect:0.084125s pretransfer:0.084272s starttransfer:0.092483s total:0.092545
 connect:0.036193s pretransfer:0.036370s starttransfer:0.044444s total:0.044499
 connect:0.034591s pretransfer:0.034734s starttransfer:0.046893s total:0.046955
 connect:0.032650s pretransfer:0.032789s starttransfer:0.044480s total:0.044551
 connect:0.038259s pretransfer:0.038396s starttransfer:0.046540s total:0.046611
 connect:0.019087s pretransfer:0.019226s starttransfer:0.028274s total:0.028334
 connect:0.029649s pretransfer:0.029783s starttransfer:0.042982s total:0.043041
 connect:0.016921s pretransfer:0.017038s starttransfer:0.026379s total:0.026446
 connect:0.021882s pretransfer:0.021992s starttransfer:0.033005s total:0.033061
 connect:0.022934s pretransfer:0.023066s starttransfer:0.029273s total:0.029338
 connect:0.021436s pretransfer:0.021593s starttransfer:0.033004s total:0.033074
 connect:0.013196s pretransfer:0.013341s starttransfer:0.025556s total:0.025618
 connect:0.023552s pretransfer:0.023675s starttransfer:0.034036s total:0.034095
 connect:0.026991s pretransfer:0.027128s starttransfer:0.036048s total:0.036106
 connect:0.031173s pretransfer:0.031308s starttransfer:0.042306s total:0.042364
 connect:0.033733s pretransfer:0.033838s starttransfer:0.045509s total:0.045568
 connect:0.028272s pretransfer:0.028402s starttransfer:0.039947s total:0.040003
 connect:0.035687s pretransfer:0.035856s starttransfer:0.050387s total:0.050473
 connect:0.033592s pretransfer:0.033699s starttransfer:0.043484s total:0.043556
 connect:0.025977s pretransfer:0.026119s starttransfer:0.032199s total:0.032257
 connect:0.025919s pretransfer:0.026042s starttransfer:0.032488s total:0.032551
 connect:0.025907s pretransfer:0.026000s starttransfer:0.034167s total:0.034221
 connect:0.025570s pretransfer:0.025697s starttransfer:0.033595s total:0.033657
 connect:0.021541s pretransfer:0.021645s starttransfer:0.029072s total:0.029139
 connect:0.019896s pretransfer:0.019989s starttransfer:0.027552s total:0.027603
 connect:0.019270s pretransfer:0.019363s starttransfer:0.027537s total:0.027595
 connect:0.019261s pretransfer:0.019384s starttransfer:0.025694s total:0.025746
 connect:0.023052s pretransfer:0.023186s starttransfer:0.031397s total:0.031460
 connect:0.023539s pretransfer:0.023643s starttransfer:0.029756s total:0.029819
 connect:0.017289s pretransfer:0.017395s starttransfer:0.025191s total:0.025248
 connect:0.030729s pretransfer:0.030859s starttransfer:0.036927s total:0.036982
 connect:0.020927s pretransfer:0.021024s starttransfer:0.029480s total:0.029533
 connect:0.022998s pretransfer:0.023094s starttransfer:0.031001s total:0.031052
 connect:0.021180s pretransfer:0.021277s starttransfer:0.027345s total:0.027407
 connect:0.029521s pretransfer:0.029607s starttransfer:0.036736s total:0.036788
 connect:0.024054s pretransfer:0.024212s starttransfer:0.031151s total:0.031211
 connect:0.022070s pretransfer:0.022191s starttransfer:0.029179s total:0.029231
 connect:0.019473s pretransfer:0.019574s starttransfer:0.025296s total:0.025361
 connect:0.032035s pretransfer:0.032177s starttransfer:0.039645s total:0.039704
 connect:0.025701s pretransfer:0.025825s starttransfer:0.034536s total:0.034597
 connect:0.030342s pretransfer:0.030443s starttransfer:0.037742s total:0.037802
 connect:0.020339s pretransfer:0.020461s starttransfer:0.026591s total:0.026643
 connect:0.027973s pretransfer:0.028080s starttransfer:0.033577s total:0.033635
 connect:0.027934s pretransfer:0.028043s starttransfer:0.038633s total:0.038685
 connect:0.031604s pretransfer:0.031702s starttransfer:0.039741s total:0.039807
 connect:0.141616s pretransfer:0.141771s starttransfer:0.147690s total:0.147753
 connect:0.027422s pretransfer:0.027537s starttransfer:0.036628s total:0.036702
 connect:0.029483s pretransfer:0.029609s starttransfer:0.039395s total:0.039455
 connect:0.029188s pretransfer:0.029317s starttransfer:0.037771s total:0.037827
 connect:0.036049s pretransfer:0.036169s starttransfer:0.049419s total:0.049487
 connect:0.025559s pretransfer:0.025715s starttransfer:0.034653s total:0.034716
 connect:0.043741s pretransfer:0.043909s starttransfer:0.052595s total:0.052651
 connect:0.024737s pretransfer:0.024874s starttransfer:0.033768s total:0.033826
 connect:0.040485s pretransfer:0.040593s starttransfer:0.048983s total:0.049054
 connect:0.024130s pretransfer:0.024263s starttransfer:0.036860s total:0.036920
 connect:0.024563s pretransfer:0.024715s starttransfer:0.032892s total:0.032968
 connect:0.033099s pretransfer:0.033269s starttransfer:0.042071s total:0.042142
 connect:0.029938s pretransfer:0.030096s starttransfer:0.042497s total:0.042569
 connect:0.037687s pretransfer:0.037819s starttransfer:0.046220s total:0.046278
 connect:0.023465s pretransfer:0.023601s starttransfer:0.031927s total:0.031991
 connect:0.028350s pretransfer:0.028494s starttransfer:0.043674s total:0.043752
 connect:0.033918s pretransfer:0.034054s starttransfer:0.043999s total:0.044057
 connect:0.019335s pretransfer:0.019466s starttransfer:0.028291s total:0.028344
 connect:0.042590s pretransfer:0.042746s starttransfer:0.049649s total:0.049723
 connect:0.035829s pretransfer:0.035969s starttransfer:0.050514s total:0.050587
 connect:0.031084s pretransfer:0.031229s starttransfer:0.041096s total:0.041155
 connect:0.035833s pretransfer:0.035959s starttransfer:0.045502s total:0.045560
 connect:0.034914s pretransfer:0.035047s starttransfer:0.044551s total:0.044608
 connect:0.024484s pretransfer:0.024588s starttransfer:0.033538s total:0.033594
 connect:0.025340s pretransfer:0.025479s starttransfer:0.037620s total:0.037672
 connect:0.014591s pretransfer:0.014731s starttransfer:0.020704s total:0.020760
 connect:0.025177s pretransfer:0.025305s starttransfer:0.031050s total:0.031103
 connect:0.032912s pretransfer:0.033014s starttransfer:0.038951s total:0.039005
 connect:0.028636s pretransfer:0.028760s starttransfer:0.034341s total:0.034411
 connect:0.032282s pretransfer:0.032409s starttransfer:0.039173s total:0.039242
 connect:0.020165s pretransfer:0.020291s starttransfer:0.026264s total:0.026321
 connect:0.028473s pretransfer:0.028606s starttransfer:0.036705s total:0.036761
 connect:0.003449s pretransfer:0.003539s starttransfer:0.011366s total:0.011419
 connect:0.001519s pretransfer:0.001638s starttransfer:0.008502s total:0.008548
 connect:0.002365s pretransfer:0.002435s starttransfer:0.007613s total:0.007663
 connect:0.002984s pretransfer:0.003057s starttransfer:0.008463s total:0.008513
 connect:0.003543s pretransfer:0.003623s starttransfer:0.009156s total:0.009205
 connect:0.001334s pretransfer:0.001436s starttransfer:0.006752s total:0.006799
 connect:0.003048s pretransfer:0.003128s starttransfer:0.012754s total:0.012806
 connect:0.001720s pretransfer:0.001842s starttransfer:0.008665s total:0.008762
 connect:0.003189s pretransfer:0.003275s starttransfer:0.012125s total:0.012183
 connect:0.001618s pretransfer:0.001716s starttransfer:0.011920s total:0.011976
 connect:0.003222s pretransfer:0.003308s starttransfer:0.009760s total:0.009830
 connect:0.001894s pretransfer:0.001976s starttransfer:0.014310s total:0.014365
 connect:0.001377s pretransfer:0.001456s starttransfer:0.009210s total:0.009265
 connect:0.008185s pretransfer:0.008312s starttransfer:0.018681s total:0.018761
 connect:0.037770s pretransfer:0.037875s starttransfer:0.051789s total:0.051857
 connect:0.039233s pretransfer:0.039374s starttransfer:0.047273s total:0.047333
 connect:0.027613s pretransfer:0.027743s starttransfer:0.037119s total:0.037174
 connect:0.041399s pretransfer:0.041511s starttransfer:0.054046s total:0.054109
 connect:0.032510s pretransfer:0.032626s starttransfer:0.042798s total:0.042909
 connect:0.036946s pretransfer:0.037081s starttransfer:0.047205s total:0.047271
 connect:0.034962s pretransfer:0.035086s starttransfer:0.043930s total:0.043994
 connect:0.037544s pretransfer:0.037681s starttransfer:0.046654s total:0.046708
 connect:0.032078s pretransfer:0.032242s starttransfer:0.043848s total:0.043904
 connect:0.032373s pretransfer:0.032521s starttransfer:0.042218s total:0.042295
 connect:0.002328s pretransfer:0.002422s starttransfer:0.011828s total:0.011883
 connect:0.004100s pretransfer:0.004255s starttransfer:0.013586s total:0.013642
 connect:0.003237s pretransfer:0.003356s starttransfer:0.009391s total:0.009445
 connect:0.001625s pretransfer:0.001722s starttransfer:0.010799s total:0.010854
 connect:0.002700s pretransfer:0.002809s starttransfer:0.012056s total:0.012113
 connect:0.002566s pretransfer:0.002682s starttransfer:0.012112s total:0.012185
 connect:0.004922s pretransfer:0.005016s starttransfer:0.010954s total:0.011009
 connect:0.001628s pretransfer:0.001728s starttransfer:0.008503s total:0.008564
 connect:0.001915s pretransfer:0.002023s starttransfer:0.009901s total:0.009958
 connect:0.001519s pretransfer:0.001598s starttransfer:0.007411s total:0.007469
 connect:0.001574s pretransfer:0.001681s starttransfer:0.009667s total:0.009726
 connect:0.001682s pretransfer:0.001809s starttransfer:0.010265s total:0.010320
 connect:0.002500s pretransfer:0.002616s starttransfer:0.010228s total:0.010298
 connect:0.002585s pretransfer:0.002704s starttransfer:0.011385s total:0.011466
 connect:0.003193s pretransfer:0.003314s starttransfer:0.011881s total:0.011955
 connect:0.002324s pretransfer:0.002443s starttransfer:0.009160s total:0.009230
 connect:0.003065s pretransfer:0.003149s starttransfer:0.009104s total:0.009168
 connect:0.003419s pretransfer:0.003504s starttransfer:0.010014s total:0.010079
 connect:0.002231s pretransfer:0.002336s starttransfer:0.010089s total:0.010144
 connect:0.003003s pretransfer:0.003113s starttransfer:0.009786s total:0.009839
 connect:0.001427s pretransfer:0.001504s starttransfer:0.009159s total:0.009210
 connect:0.002766s pretransfer:0.002848s starttransfer:0.010240s total:0.010298
 connect:0.001381s pretransfer:0.001461s starttransfer:0.009162s total:0.009216
 connect:0.004322s pretransfer:0.004455s starttransfer:0.011937s total:0.012011
 connect:0.002397s pretransfer:0.002490s starttransfer:0.009053s total:0.009132
 connect:0.003153s pretransfer:0.003239s starttransfer:0.009250s total:0.009308
 connect:0.003173s pretransfer:0.003294s starttransfer:0.010379s total:0.010450
 connect:0.001916s pretransfer:0.001998s starttransfer:0.008478s total:0.008536
 connect:0.001407s pretransfer:0.001488s starttransfer:0.007995s total:0.008067
 connect:0.003123s pretransfer:0.003235s starttransfer:0.009921s total:0.009976
 connect:0.001388s pretransfer:0.001468s starttransfer:0.007921s total:0.007989
 connect:0.005990s pretransfer:0.006079s starttransfer:0.014397s total:0.014453
 connect:0.006324s pretransfer:0.006434s starttransfer:0.015544s total:0.015598
 connect:0.004375s pretransfer:0.004458s starttransfer:0.015589s total:0.015641
 connect:0.003333s pretransfer:0.003445s starttransfer:0.009771s total:0.009822
 connect:0.003934s pretransfer:0.004035s starttransfer:0.013334s total:0.013397
 connect:0.003760s pretransfer:0.003879s starttransfer:0.015937s total:0.015993
 connect:0.002111s pretransfer:0.002212s starttransfer:0.011344s total:0.011409
 connect:0.001767s pretransfer:0.001849s starttransfer:0.011319s total:0.011374
 connect:0.005109s pretransfer:0.005269s starttransfer:0.012465s total:0.012521
 connect:0.004290s pretransfer:0.004372s starttransfer:0.012770s total:0.012826
 connect:0.001536s pretransfer:0.001621s starttransfer:0.008013s total:0.008066
 connect:0.001501s pretransfer:0.001583s starttransfer:0.007877s total:0.007931
 connect:0.001350s pretransfer:0.001427s starttransfer:0.007731s total:0.007790
 connect:0.001609s pretransfer:0.001689s starttransfer:0.008242s total:0.008322
 connect:0.177814s pretransfer:0.177963s starttransfer:0.187088s total:0.187153
 connect:0.042376s pretransfer:0.042514s starttransfer:0.051420s total:0.051475
 connect:0.036768s pretransfer:0.036914s starttransfer:0.046265s total:0.046330
 connect:0.029891s pretransfer:0.030024s starttransfer:0.042665s total:0.042732
 connect:0.033072s pretransfer:0.033206s starttransfer:0.041981s total:0.042047
 connect:0.029822s pretransfer:0.029981s starttransfer:0.038858s total:0.038925
 connect:0.021931s pretransfer:0.022038s starttransfer:0.032736s total:0.032793
 connect:0.023291s pretransfer:0.023448s starttransfer:0.033893s total:0.033961
 connect:0.030924s pretransfer:0.031051s starttransfer:0.039670s total:0.039735
 connect:0.029218s pretransfer:0.029368s starttransfer:0.043595s total:0.043664
 connect:0.039184s pretransfer:0.039354s starttransfer:0.052510s total:0.052578
 connect:0.064486s pretransfer:0.064640s starttransfer:0.081369s total:0.081469
 connect:0.031378s pretransfer:0.031527s starttransfer:0.042560s total:0.042641
 connect:0.027987s pretransfer:0.028117s starttransfer:0.038785s total:0.038846
 connect:0.030984s pretransfer:0.031119s starttransfer:0.039897s total:0.039954
 connect:0.049091s pretransfer:0.049211s starttransfer:0.055640s total:0.055704
 connect:0.028565s pretransfer:0.028836s starttransfer:0.042184s total:0.042255
 connect:0.045013s pretransfer:0.045191s starttransfer:0.055621s total:0.055711
